,orig_index,tweet,tweet_text,clean_tweet
679,107,RT @iamSas: NEW: The Canadian government is now advising avoiding all travel to the Chinese province where the #coronavirus outbreak origin…,NEW: The Canadian government is now advising avoiding all travel to the Chinese province where the #coronavirus outbreak origin,NEW The Canadian government be now advise avoid all travel to the Chinese province where the coronavirus outbreak origin
680,929,"RT @ABCNews4: NEW: The World Health Organization has formally declared coronavirus a ""pandemic,"" citing ""alarming levels of spread and seve…","NEW: The World Health Organization has formally declared coronavirus a ""pandemic,"" citing ""alarming levels of spread and seve",NEW The World Health Organization have formally declare coronavirus pandemic cite alarm level of spread and seve
681,1194,"RT @NPR: NEW: The first case of an infection with the new coronavirus has been discovered in the United States, from someone traveling from…","NEW: The first case of an infection with the new coronavirus has been discovered in the United States, from someone traveling from",NEW The first case of an infection with the new coronavirus have be discover in the United States from someone travel from
682,1217,RT @CityCynthia: NEW: update on coronavirus in Ontario from medical officers of health.   38 people tested negative.  27 under investigatio…,NEW: update on coronavirus in Ontario from medical officers of health.   38 people tested negative.  27 under investigatio,NEW update on coronavirus in Ontario from medical officer of health 38 people test negative 27 under investigatio
684,923,RT @BNODesk: NOW: Denmark reports 99 new cases of coronavirus; total cases reach 615 https://t.co/eUoE2b20hL,NOW: Denmark reports 99 new cases of coronavirus; total cases reach 615 ,NOW Denmark report 99 new case of coronavirus total case reach 615
685,12,RT @picardonhealth: @NYTScience @KnvulS What is #coronavirus and how worried should we be https://t.co/fONDcu66S5 via @guardian @sarahbosel…,@NYTScience @KnvulS What is #coronavirus and how worried should we be  via @guardian @sarahbosel,NYTScience KnvulS What be coronavirus and how worried should we be via guardian sarahbosel
686,456,"RT @ClemensenGary: Nation's Fractured Public Health System Under Trump 'Woefully Unprepared' for Coronavirus, Nurses and Experts Warn | Com…","Nation's Fractured Public Health System Under Trump 'Woefully Unprepared' for Coronavirus, Nurses and Experts Warn | Com",Nation is Fractured Public Health System Under Trump Unprepared for Coronavirus Nurses and Experts Warn Com
687,645,"RT @joncoopertweets: Nearly half of Americans disapprove of Trump’s coronavirus response, according to a new poll 裂 https://t.co/N8Mh5J5H8E","Nearly half of Americans disapprove of Trump’s coronavirus response, according to a new poll 裂 ",Nearly half of Americans disapprove of Trump coronavirus response accord to new poll
689,780,"RT @NYGovCuomo: New Yorkers receiving Medicaid coverage will not have to pay a co-pay for any testing related to #coronavirus.

Currently a…","New Yorkers receiving Medicaid coverage will not have to pay a co-pay for any testing related to #coronavirus.

Currently a",New Yorkers receive Medicaid coverage will not have to pay copay for any test related to coronavirus Currently
690,205,"New developments suggest coronavirus incubation could be longer than 14 days, as global infections rise https://t.co/FkoTYil2bC","New developments suggest coronavirus incubation could be longer than 14 days, as global infections rise ",New development suggest coronavirus incubation could be longer than 14 day a global infection rise
691,1312,RT @TwitterMoments: New figures released by China on Monday said the number of deaths from the coronavirus epidemic has jumped to over 900.…,New figures released by China on Monday said the number of deaths from the coronavirus epidemic has jumped to over 900,New figure release by China on Monday say the number of death from the coronavirus epidemic have jumped to over 900
693,986,RT @NeighborsHub: New guidelines released by @nycgov to help stop the spread of Coronavirus. @Columbia has also developed website for updat…,New guidelines released by @nycgov to help stop the spread of Coronavirus. @Columbia has also developed website for updat,New guideline release by nycgov to help stop the spread of Coronavirus Columbia have also developed website for updat
695,474,"RT @abacusdataca: New poll: 80% of Canadians are following the Coronavirus closely. Broad satisfaction with Ottawa's approach so far. 

htt…","New poll: 80% of Canadians are following the Coronavirus closely. Broad satisfaction with Ottawa's approach so far. 

htt",New poll 80 of Canadians be follow the Coronavirus closely Broad satisfaction with Ottawa is approach so far htt
697,370,Niagara Catholics not to shake hands in church; St. Catharines bus cleaning ramped up to combat coronavirus https://t.co/F6KK8G0Df2,Niagara Catholics not to shake hands in church; St. Catharines bus cleaning ramped up to combat coronavirus ,Niagara Catholics not to shake hand in church Catharines bus cleaning ramped up to combat coronavirus
698,927,RT @denverpost: Nine Australians visiting Aspen have tested positive for coronavirus and are under isolation — three more people refused to…,Nine Australians visiting Aspen have tested positive for coronavirus and are under isolation — three more people refused to,Nine Australians visit Aspen have test positive for coronavirus and be under isolation three more people refuse to
699,442,"RT @cnni: ""No Time To Die,"" the upcoming James Bond film, is being pushed to November due to concerns over the coronavirus's impact on the…","""No Time To Die,"" the upcoming James Bond film, is being pushed to November due to concerns over the coronavirus's impact on the",No Time To Die the upcoming James Bond film be be push to November due to concern over the coronavirus is impact on the
700,1030,"RT @HKrassenstein: No joke!

Mike Pence just said that there has been 'irresponsible rhetoric' from people downplaying the #coronavirus.

B…","No joke!

Mike Pence just said that there has been 'irresponsible rhetoric' from people downplaying the #coronavirus.

B",No joke Mike Pence just say that there have be rhetoric from people downplay the coronavirus
701,336,RT @kinsellawarren: Northern Italy shutting down as coronavirus cases surge; three dead - The Globe and Mail https://t.co/h8hwjZZcMx,Northern Italy shutting down as coronavirus cases surge; three dead - The Globe and Mail ,Northern Italy shut down a coronavirus case surge three dead The Globe and Mail
702,885,"RT @BNODesk: Norway reported 133 new cases of coronavirus today, raising the country's total to 360 https://t.co/eUoE2b20hL","Norway reported 133 new cases of coronavirus today, raising the country's total to 360 ",Norway report 133 new case of coronavirus today raise the country is total to 360
703,460,RT @chrislhayes: Not a doctor or a virologist or anything but DEFINITELY DO NOT GO TO WORK IF YOU HAVE CORONAVIRUS PLEASE AND THANK YOU. ht…,Not a doctor or a virologist or anything but DEFINITELY DO NOT GO TO WORK IF YOU HAVE CORONAVIRUS PLEASE AND THANK YOU. ht,Not doctor or virologist or anything but DEFINITELY DO NOT GO TO WORK IF YOU HAVE CORONAVIRUS PLEASE AND THANK YOU ht
705,62,RT @CIHR_IRSC: Notice of upcoming funding opportunity: Rapid research response to the 2019 Novel Coronavirus outbreak. https://t.co/ik8a3VA…,Notice of upcoming funding opportunity: Rapid research response to the 2019 Novel Coronavirus outbreak. ,Notice of upcoming funding opportunity Rapid research response to the 2019 Novel Coronavirus outbreak
706,375,"RT @CBCTheHouse: Novel coronavirus cases continue to climb, but Canada’s response has been “exemplary” when it comes to containing the spre…","Novel coronavirus cases continue to climb, but Canada’s response has been “exemplary” when it comes to containing the spre",Novel coronavirus case continue to climb but Canada response have be exemplary when it come to contain the spre
707,1340,Novel coronavirus in Canada: B.C. confirms province's first presumptive positive case | CTV News #cdnpoli #CoronaVirusCanada  https://t.co/cTRvdNvYSh,Novel coronavirus in Canada: B.C. confirms province's first presumptive positive case | CTV News #cdnpoli #CoronaVirusCanada  ,Novel coronavirus in Canada confirms province is first presumptive positive case CTV News cdnpoli CoronaVirusCanada
708,1285,RT @CPHO_Canada: Novel #coronavirus infections are diagnosed based on symptoms and laboratory tests. If you become sick when you return fro…,Novel #coronavirus infections are diagnosed based on symptoms and laboratory tests. If you become sick when you return fro,Novel coronavirus infection be diagnose base on symptom and laboratory test If you become sick when you return fro
712,1220,"Officials at Sunnybrook Hospital in Toronto will update the media momentarily re the first presumptive Coronavirus patient in Canada, currently in isolation at the hospital. #CoronaOutbreak","Officials at Sunnybrook Hospital in Toronto will update the media momentarily re the first presumptive Coronavirus patient in Canada, currently in isolation at the hospital. #CoronaOutbreak",Officials at Sunnybrook Hospital in Toronto will update the medium momentarily re the first presumptive Coronavirus patient in Canada currently in isolation at the hospital CoronaOutbreak
715,1094,"RT @ottawahealth: ⚠️UPDATE⚠️

On Jan. 28, we were informed that an individual in Ottawa was being tested to rule out novel #coronavirus. Th…","⚠️UPDATE⚠️

On Jan. 28, we were informed that an individual in Ottawa was being tested to rule out novel #coronavirus. Th",On 28 we be inform that an individual in Ottawa be be test to rule out novel coronavirus Th
717,433,"RT @MiamiHerald: On the same day federal health officials confirmed that two Florida residents had tested positive for coronavirus, questio…","On the same day federal health officials confirmed that two Florida residents had tested positive for coronavirus, questio",On the same day federal health official confirm that two Florida resident have test positive for coronavirus questio
718,767,"RT @danielcrosby: One coronavirus lesson that I hope we can internalize: most business travel is unnecessary.

It’s expensive, it’s bad for…","One coronavirus lesson that I hope we can internalize: most business travel is unnecessary.

It’s expensive, it’s bad for",One coronavirus lesson that hope we can internalize most business travel be unnecessary It expensive it bad for
719,800,RT @chronopictures: One of the unfortunate consequences of Coronavirus is that in about 3 years someone is gonna make a really bad indie mo…,One of the unfortunate consequences of Coronavirus is that in about 3 years someone is gonna make a really bad indie mo,One of the unfortunate consequence of Coronavirus be that in about year someone be gon na make really bad indie mo
720,81,RT @detresfa_: One way to touch stuff while moving around in an epidemic zone #China #Coronavirus https://t.co/EpvAYM0XRL,One way to touch stuff while moving around in an epidemic zone #China #Coronavirus ,One way to touch stuff while move around in an epidemic zone China Coronavirus
721,1292,"RT @DurhamHealth: Ontario Ministry of Health has confirmed the province’s first case of Wuhan Novel Coronavirus. To date, no cases have bee…","Ontario Ministry of Health has confirmed the province’s first case of Wuhan Novel Coronavirus. To date, no cases have bee",Ontario Ministry of Health have confirm the province first case of Wuhan Novel Coronavirus To date no case have bee
722,51,"RT @ONThealth: Ontario is closely monitoring the 2019 novel #coronavirus (#2019nCoV) &amp; liaising with its federal, provincial/territorial pa…","Ontario is closely monitoring the 2019 novel #coronavirus (#2019nCoV) &amp; liaising with its federal, provincial/territorial pa",Ontario be closely monitoring the 2019 novel coronavirus 2019nCoV amp liaise with it federal pa
723,718,"RT @globalnewsto: Ontario is reporting three new cases of the novel coronavirus today, bringing the total in the province to 18. https://t.…","Ontario is reporting three new cases of the novel coronavirus today, bringing the total in the province to 18. ",Ontario be reporting three new case of the novel coronavirus today bring the total in the province to 18
724,289,"Ontario confirms man in his 80s as province's 8th #coronavirus case
https://t.co/1oX4n922lP #cdnhealth https://t.co/nHV5k3qLWO","Ontario confirms man in his 80s as province's 8th #coronavirus case
 #cdnhealth ",Ontario confirms man in his 80 a province is 8th coronavirus case cdnhealth
725,518,"Ontario confirms 3 new cases of coronavirus, bringing total to 23 in province
https://t.co/cH7Ruac1BM https://t.co/XyNOqnVkBI","Ontario confirms 3 new cases of coronavirus, bringing total to 23 in province
 ",Ontario confirms new case of coronavirus bring total to 23 in province
726,672,"Ontario confirms 3 new cases of coronavirus, bringing total to 23 in province
https://t.co/BBEgoop5nZ https://t.co/LxqPDg6VH6","Ontario confirms 3 new cases of coronavirus, bringing total to 23 in province
 ",Ontario confirms new case of coronavirus bring total to 23 in province
727,417,"RT @Joan_W: Ontario confirms 3 new positive cases of coronavirus #YorkRegion
https://t.co/NjEfvYs46c https://t.co/mG49FsyQrb","Ontario confirms 3 new positive cases of coronavirus #YorkRegion
 ",Ontario confirms new positive case of coronavirus YorkRegion
728,795,"Ontario confirms 4 new positive cases of coronavirus, bringing provincial total to 15 | CBC News https://t.co/nnCElBWeJ3","Ontario confirms 4 new positive cases of coronavirus, bringing provincial total to 15 | CBC News ",Ontario confirms new positive case of coronavirus bring provincial total to 15 CBC News
729,1152,RT @CPHO_Canada: 1/5 Ontario has reported Canada’s first presumptive confirmed case of #2019nCoV #coronavirus in a traveller who arrived in…,1/5 Ontario has reported Canada’s first presumptive confirmed case of #2019nCoV #coronavirus in a traveller who arrived in,Ontario have report Canada first presumptive confirm case of 2019nCoV coronavirus in traveller who arrive in
730,731,"RT @CBCAlerts: Ontario has seen a sharp increase in the number of coronavirus cases under investigation, although the number of confirmed c…","Ontario has seen a sharp increase in the number of coronavirus cases under investigation, although the number of confirmed c",Ontario have see sharp increase in the number of coronavirus case under investigation although the number of confirm
731,105,"RT @CBCAlerts: Ontario officials say there is a ""presumptive positive"" test result for the coronavirus in Toronto. A man in his 50s had tra…","Ontario officials say there is a ""presumptive positive"" test result for the coronavirus in Toronto. A man in his 50s had tra",Ontario official say there be presumptive positive test result for the coronavirus in Toronto man in his 50 have tra
733,1027,RT @globeandmail: Ontario shifts policy on precautions for health workers in coronavirus outbreak https://t.co/TswKa4sRi5 https://t.co/zIqb…,Ontario shifts policy on precautions for health workers in coronavirus outbreak  ,Ontario shift policy on precaution for health worker in coronavirus outbreak
734,446,RT @statnews: Opinion: Conducting ethical research during a global health emergency like #coronavirus can be challenging. An ethical framew…,Opinion: Conducting ethical research during a global health emergency like #coronavirus can be challenging. An ethical framew,Opinion Conducting ethical research during global health emergency like coronavirus can be challenge An ethical framew
735,943,Opinion | The NBA postponed its season because of the coronavirus. Now every other league must follow https://t.co/jECwwm8X8g,Opinion | The NBA postponed its season because of the coronavirus. Now every other league must follow ,Opinion The NBA postpone it season because of the coronavirus Now every other league must follow
736,1279,"RT @judyatrinh: Opinion: The line between us: For Chinese-Canadians like me, coronavirus is just the latest strain of infectious fear we’ve…","Opinion: The line between us: For Chinese-Canadians like me, coronavirus is just the latest strain of infectious fear we’ve",Opinion The line between u For ChineseCanadians like me coronavirus be just the late strain of infectious fear we ve
737,263,RT @BNODesk: Oregon Health Authority press release on the state's 1st case of coronavirus. Appears to be locally acquired. The school the p…,Oregon Health Authority press release on the state's 1st case of coronavirus. Appears to be locally acquired. The school the p,Oregon Health Authority press release on the state is 1st case of coronavirus Appears to be locally acquire The school the
738,820,"RT @globeandmail: Ottawa will soon announce support for Canadians quarantined due to coronavirus outbreak, Morneau says https://t.co/yxYy7G…","Ottawa will soon announce support for Canadians quarantined due to coronavirus outbreak, Morneau says ",Ottawa will soon announce support for Canadians quarantine due to coronavirus outbreak Morneau say
739,1032,"RT @AngelaPacienza: Our coronavirus newsletter is ready. Starts tonight. Will include the latest news and explainers. Sign up here: 
https:…","Our coronavirus newsletter is ready. Starts tonight. Will include the latest news and explainers. Sign up here: 
https",Our coronavirus newsletter be ready Starts tonight Will include the late news and explainers Sign up here http
740,478,"PRELIMINARY study: Chinese scientists identify two strains of the coronavirus, indicating it's already mutated at least once - https://t.co/OvORtlI041","PRELIMINARY study: Chinese scientists identify two strains of the coronavirus, indicating it's already mutated at least once - ",PRELIMINARY study Chinese scientist identify two strain of the coronavirus indicate it is already mutate at least once
742,111,RT @Hoy_Kristian: PSA to keep all these racist ethnocentric comments about Chinese people regarding this Coronavirus pandemic to yourself p…,PSA to keep all these racist ethnocentric comments about Chinese people regarding this Coronavirus pandemic to yourself p,PSA to keep all these racist ethnocentric comment about Chinese people regard this Coronavirus pandemic to yourself
743,410,"RT @CSPI: Paid sick leave should be part of the coronavirus response, says @nytopinion. ""Such a policy is necessary both to impede the spre…","Paid sick leave should be part of the coronavirus response, says @nytopinion. ""Such a policy is necessary both to impede the spre",Paid sick leave should be part of the coronavirus response say nytopinion Such policy be necessary both to impede the spre
744,1282,RT @CTVNews: Pandemic video game 'Plague Inc.' surges in popularity as coronavirus spreads https://t.co/6jznicJQ3Y https://t.co/mKaaLQiDOv,Pandemic video game 'Plague Inc.' surges in popularity as coronavirus spreads  ,Pandemic video game surge in popularity a coronavirus spread
745,1142,RT @OutAndAbouter: Panic grips America as experts estimate the coronavirus could claim up to 0.00001% of all people killed by guns in the U…,Panic grips America as experts estimate the coronavirus could claim up to 0.00001% of all people killed by guns in the U,Panic grip America a expert estimate the coronavirus could claim up to of all people kill by gun in the
746,726,"Parents, some things you need to talk to your kids about re: the #coronavirus  https://t.co/t5uVpaiFjc @morningshowca #ParentingPlaybook","Parents, some things you need to talk to your kids about re: the #coronavirus   @morningshowca #ParentingPlaybook",Parents some thing you need to talk to your kid about re the coronavirus morningshowca ParentingPlaybook
748,136,RT @CBCNews: Passengers on a cruise ship quarantined in Japan after a coronavirus outbreak are trying to get used to the idea of being trap…,Passengers on a cruise ship quarantined in Japan after a coronavirus outbreak are trying to get used to the idea of being trap,Passengers on cruise ship quarantine in Japan after coronavirus outbreak be try to get use to the idea of be trap
749,1014,"RT @PrisonPlanet: Pat Buchanan: ""It may one day be said that the coronavirus delivered the deathblow to the New World Order, to a half-cent…","Pat Buchanan: ""It may one day be said that the coronavirus delivered the deathblow to the New World Order, to a half-cent",Pat Buchanan It may one day be say that the coronavirus deliver the deathblow to the New World Order to halfcent
750,1339,RT @WHO: Patients with new #coronavirus (2019-nCoV) infection are presenting with a wide range of symptoms. Most seem to have mild disease.…,Patients with new #coronavirus (2019-nCoV) infection are presenting with a wide range of symptoms. Most seem to have mild disease,Patients with new coronavirus 2019nCoV infection be present with wide range of symptom Most seem to have mild disease
752,558,"RT @TheKingCenter: Pay attention to how bias, prejudice and racism are on display during the #Coronavirus crisis. From labeling the virus b…","Pay attention to how bias, prejudice and racism are on display during the #Coronavirus crisis. From labeling the virus b",Pay attention to how bias prejudice and racism be on display during the Coronavirus crisis From label the virus
753,641,RT @ReutersWorld: Payments on mortgages to be suspended across Italy after coronavirus outbreak https://t.co/sOC0bKnrsK https://t.co/NJKOpZ…,Payments on mortgages to be suspended across Italy after coronavirus outbreak  ,Payments on mortgage to be suspend across Italy after coronavirus outbreak
754,385,RT @Reuters: Payments on mortgages to be suspended across Italy after coronavirus outbreak https://t.co/dClCs21KEA https://t.co/Rj9uZCYgsS,Payments on mortgages to be suspended across Italy after coronavirus outbreak  ,Payments on mortgage to be suspend across Italy after coronavirus outbreak
756,193,"RT @DearMrAtheist: Pence is in charge of the US response to the new strain of coronavirus.

Make my casket something with a matte black fin…","Pence is in charge of the US response to the new strain of coronavirus.

Make my casket something with a matte black fin",Pence be in charge of the US response to the new strain of coronavirus Make my casket something with matte black fin
757,386,"RT @washingtonpost: Pence says health insurers have agreed to the following for coronavirus testing and treatment:

-Waive copays
-Extend c…","Pence says health insurers have agreed to the following for coronavirus testing and treatment:

-Waive copays
-Extend c",Pence say health insurer have agree to the follow for coronavirus test and treatment Waive copays Extend
758,1122,"RT @DoctorYasmin: Performative panic is worrying about the coronavirus while refusing to get your flu shot

(flu killed an estimated 61,000…","Performative panic is worrying about the coronavirus while refusing to get your flu shot

(flu killed an estimated 61,000",Performative panic be worry about the coronavirus while refuse to get your flu shot flu kill an estimate
759,1110,"RT @Celeste_pewter: Periodic reminder, as we continue to learn more about the #coronavirus:

Call out people who equate discussing the viru…","Periodic reminder, as we continue to learn more about the #coronavirus:

Call out people who equate discussing the viru",Periodic reminder a we continue to learn more about the coronavirus Call out people who equate discuss the viru
761,1231,"RT @technology: Philadelphia-based biotech firm Inovio, with a $9 million grant, joins the race to create a coronavirus vaccine https://t.c…","Philadelphia-based biotech firm Inovio, with a $9 million grant, joins the race to create a coronavirus vaccine ",Philadelphiabased biotech firm Inovio with million grant join the race to create coronavirus vaccine
762,630,RT @connie_walker: Photos: When Everyone Stays Home—Empty Public Spaces During Coronavirus - The Atlantic https://t.co/APrbAYuoL4,Photos: When Everyone Stays Home—Empty Public Spaces During Coronavirus - The Atlantic ,Photos When Everyone Stays Public Spaces During Coronavirus The Atlantic
764,1066,RT @shoffmania: Pleased to join @CBCTheNational to discuss #2019nCoV #coronavirus. So much is still unknown. All countries must closely mon…,Pleased to join @CBCTheNational to discuss #2019nCoV #coronavirus. So much is still unknown. All countries must closely mon,Pleased to join CBCTheNational to discus 2019nCoV coronavirus So much be still unknown All country must closely mon
765,710,"RT @JamesDEJ: Plenty of coronavirus coverage in today's paper:
@JoelRubinoff found concerned people stockpiling supplies - https://t.co/LuP…","Plenty of coronavirus coverage in today's paper:
@JoelRubinoff found concerned people stockpiling supplies - ",Plenty of coronavirus coverage in today is paper JoelRubinoff found concerned people stockpile supply
766,2,RT @GoNintendoTweet: Pokemon event in Hong Kong cancelled due to the Wuhan coronavirus https://t.co/JuhKIsMVhG https://t.co/pOEKsItMv8,Pokemon event in Hong Kong cancelled due to the Wuhan coronavirus  ,Pokemon event in Hong Kong cancel due to the Wuhan coronavirus
767,48,RT @KingstonPolice: Police warn public to be aware of Coronavirus phishing attacks https://t.co/87R2epFE1n #ygk https://t.co/CRfnF2rUyD,Police warn public to be aware of Coronavirus phishing attacks  #ygk ,Police warn public to be aware of Coronavirus phishing attack ygk
768,746,RT @PortofLA: #PortofLA Executive Director Gene Seroka updates @frankmottek on how the coronavirus is effecting global trade and port volum…,#PortofLA Executive Director Gene Seroka updates @frankmottek on how the coronavirus is effecting global trade and port volum,PortofLA Executive Director Gene Seroka update frankmottek on how the coronavirus be effect global trade and port volum
770,95,"RT @kaitlancollins: President Trump continues to suggest the coronavirus outbreak will go away once temperatures warm up in April, despite…","President Trump continues to suggest the coronavirus outbreak will go away once temperatures warm up in April, despite",President Trump continue to suggest the coronavirus outbreak will go away once temperature warm up in April despite
771,526,"RT @allinwithchris: President Trump on Americans infected with coronavirus on Grand Princess Cruise Ship: 

“I don’t need to have the numbe…","President Trump on Americans infected with coronavirus on Grand Princess Cruise Ship: 

“I don’t need to have the numbe",President Trump on Americans infect with coronavirus on Grand Princess Cruise Ship don need to have the numbe
772,330,"RT @WhiteHouse: President @realDonaldTrump just held a news conference on the coronavirus: 

""The number-one priority from our standpoint i…","President @realDonaldTrump just held a news conference on the coronavirus: 

""The number-one priority from our standpoint i",President realDonaldTrump just held news conference on the coronavirus The numberone priority from our standpoint
773,1173,RT @globalnews: Prime Minister Justin Trudeau answered questions about Canada's reponse to the coronavirus that has killed at least 17 peop…,Prime Minister Justin Trudeau answered questions about Canada's reponse to the coronavirus that has killed at least 17 peop,Prime Minister Justin Trudeau answer question about Canada is reponse to the coronavirus that have kill at least 17 peop
774,1009,RT @6ixbuzztv: Prime Minister Justin Trudeau's wife Sophie Grégoire has been diagnosed with the coronavirus. https://t.co/INjWSLyFUj,Prime Minister Justin Trudeau's wife Sophie Grégoire has been diagnosed with the coronavirus. ,Prime Minister Justin Trudeau is wife Sophie Grégoire have be diagnose with the coronavirus
777,769,RT @CBCNews: Producers are delaying the debut of No Time to Die over global concern about the spreading coronavirus. https://t.co/sxXsO6wcOD,Producers are delaying the debut of No Time to Die over global concern about the spreading coronavirus. ,Producers be delay the debut of No Time to Die over global concern about the spread coronavirus
778,544,Profs at University of Toronto are telling classes to prepare for cancelations amid coronavirus concerns. Exam season is only three weeks away.,Profs at University of Toronto are telling classes to prepare for cancelations amid coronavirus concerns. Exam season is only three weeks away,Profs at University of Toronto be tell class to prepare for cancelations amid coronavirus concern Exam season be only three week away
779,472,"Prowein and now *BREAKING* Vinitaly postponed due to Coronavirus threat as Northern Italy issues travel warning 
https://t.co/8ZJeejf82k","Prowein and now *BREAKING* Vinitaly postponed due to Coronavirus threat as Northern Italy issues travel warning 
",Prowein and now Vinitaly postpone due to Coronavirus threat a Northern Italy issue travel warn
782,992,"RT @DDaltonBennett: Qom, like elsewhere in Iran, is grappling with a surge in coronavirus cases. Iranian authorities began digging a pair o…","Qom, like elsewhere in Iran, is grappling with a surge in coronavirus cases. Iranian authorities began digging a pair o",Qom like elsewhere in Iran be grapple with surge in coronavirus case Iranian authority begin dig pair
784,396,RT @ThePubliusUSA: Raise your hand if you are certain that @BarackObama would have navigated the coronavirus pandemic better than @realDona…,Raise your hand if you are certain that @BarackObama would have navigated the coronavirus pandemic better than @realDona,Raise your hand if you be certain that BarackObama would have navigate the coronavirus pandemic well than realDona
786,49,"RT @epdevilla: Read my latest statement on the #2019nCoV #coronavirus, the spread of inaccurate information and how you can stay informed:…","Read my latest statement on the #2019nCoV #coronavirus, the spread of inaccurate information and how you can stay informed",Read my late statement on the 2019nCoV coronavirus the spread of inaccurate information and how you can stay inform
787,1336,RT @Settlement_Org: Read our latest news on Public Health updates for the coronavirus https://t.co/W3pV0kOcKY…/public-health-information-ab…,Read our latest news on Public Health updates for the coronavirus …/public-health-information-ab,Read our late news on Public Health update for the coronavirus
788,1277,"Recalling all expats in Wuhan to their home countries seems great for those people and for turning the novel coronavirus into a pandemic
https://t.co/uWTjERMZTb","Recalling all expats in Wuhan to their home countries seems great for those people and for turning the novel coronavirus into a pandemic
",Recalling all expat in Wuhan to their home country seem great for those people and for turn the novel coronavirus into pandemic
790,847,"Regarding the news of the Juve player testing positive for Coronavirus, I would be shocked if Serie A doesn’t shut the remainder of it’s season down.","Regarding the news of the Juve player testing positive for Coronavirus, I would be shocked if Serie A doesn’t shut the remainder of it’s season down",Regarding the news of the Juve player test positive for Coronavirus would be shock if Serie doesn shut the remainder of it season down
791,907,"RT @JesseGranger_: Reilly Smith on practicing in front of empty stands due to scares from the coronavirus- 

“I played in an empty building…","Reilly Smith on practicing in front of empty stands due to scares from the coronavirus- 

“I played in an empty building",Reilly Smith on practice in front of empty stand due to scare from the coronavirus played in an empty building
793,709,"RT @josh_greenberg: Report shows Chinese media companies scrubbed online references to #coronavirus early in the outbreak
https://t.co/1Ytv…","Report shows Chinese media companies scrubbed online references to #coronavirus early in the outbreak
",Report show Chinese medium company scrubbed online reference to coronavirus early in the outbreak
798,832,"RT @cybersecboardrm: Researchers at Oak Ridge National Lab Tap into Supercomputing to Help Combat Coronavirus 
https://t.co/l5CgTcvroF #cor…","Researchers at Oak Ridge National Lab Tap into Supercomputing to Help Combat Coronavirus 
 #cor",Researchers at Oak Ridge National Lab Tap into Supercomputing to Help Combat Coronavirus cor
799,859,RT @Rover829: Reuters: MANCHESTER CITY V ARSENAL PREMIER LEAGUE MATCH ON WEDNESDAY POSTPONED BECAUSE OF CORONAVIRUS CONTACT - CLUB,Reuters: MANCHESTER CITY V ARSENAL PREMIER LEAGUE MATCH ON WEDNESDAY POSTPONED BECAUSE OF CORONAVIRUS CONTACT - CLUB,Reuters MANCHESTER CITY ARSENAL PREMIER LEAGUE MATCH ON WEDNESDAY POSTPONED BECAUSE OF CORONAVIRUS CONTACT CLUB
800,99,RT @Indounik: @Reuters Quarantine officials are now checking everyone on board &amp; testing those with symptoms of illness for #coronavirus. E…,@Reuters Quarantine officials are now checking everyone on board &amp; testing those with symptoms of illness for #coronavirus. E,Reuters Quarantine official be now check everyone on board amp test those with symptom of illness for coronavirus
801,896,"RT @GeoffRBennett: Reuters: The White House has ordered federal health officials to treat top-level coronavirus meetings as classified, an…","Reuters: The White House has ordered federal health officials to treat top-level coronavirus meetings as classified, an",Reuters The White House have order federal health official to treat toplevel coronavirus meeting a classify an
803,560,RT @winsontang: Royal Bank of Canada confirms employee has contracted #coronavirus https://t.co/PM0dw8IKa6 https://t.co/akL2xfDfPT,Royal Bank of Canada confirms employee has contracted #coronavirus  ,Royal Bank of Canada confirms employee have contract coronavirus
804,575,RT @nationalpost: Royal Bank of Canada confirms employee has contracted coronavirus https://t.co/ps3fMbdZeW https://t.co/C9gXke1uw8,Royal Bank of Canada confirms employee has contracted coronavirus  ,Royal Bank of Canada confirms employee have contract coronavirus
805,972,"RT @globalnews: Rudy Gobart, player for the Utah Jazz, was diagnosed with coronavirus 48 hours after the stunt. 

https://t.co/NTiVa26vAS","Rudy Gobart, player for the Utah Jazz, was diagnosed with coronavirus 48 hours after the stunt. 

",Rudy Gobart player for the Utah Jazz be diagnose with coronavirus 48 hour after the stunt
