,Is_Unreliable,Category,Tweet
790,0,,"Even if you're not at high risk with coronavirus, what you do matters for those who are. "
791,0,,"Everyone who has questions about #coronavirus, call in now @checkupcbc. This is your chance. "
792,0,,Experts @JohnsHopkins have created a map that provides realtime updates on where #coronavirus cases have emerged and th‚Ä
793,0,,Face masks are now a common sight in Toronto and people are getting nervous  #Toronto #Coronavirus https‚Ä
794,0,,Facebook is giving free ads to the WHO and taking down 'conspiracy theories' about coronavirus 
795,0,,Facts matter. Evidence matters. Science matters. Stay informed about the Novel Coronavirus via credible sources of informat‚Ä
796,0,,Fake texts and social media posts have been circulating about cases of coronavirus at Royal Victoria Hospital and Collin‚Ä
797,0,,"""False Reporting of Coronavirus in Newark via Social Media will be Criminally Prosecuted,"" authorities in New Jersey say https:/‚Ä"
798,0,,"""False claims about how the #coronavirus began, number of ppl infected &amp; promises of magical cures are spreading‚Ä¶ The rise in‚Ä"
799,0,,Fashion chain Primark warns of supply shortages from Chinese manufacturers due to coronavirus 
800,0,,Fear over coronavirus prompts school board in Ontario to warn parents about racism against Chinese community - The Glob‚Ä
801,0,,"Fears mounted on Saturday over the growing number of infections outside China from the coronavirus, as the World Health Organi‚Ä"
802,0,,Fears of coronavirus contamination prompt Starbucks to temporarily ban reusable mugs  #ottnews #ottaw‚Ä
803,0,,Federal Reserve cuts interest rates to counter economic damage of coronavirus /via @globeandmail 
804,0,,"Federal officials brief MPs, parliamentary staff on efforts to combat coronavirus  #cdnpoli  (subs‚Ä"
805,0,,"Fighting against  CoronaVirus! 
We are together! Âä†Ê≤πÔí™Âä†Ê≤πÔí™Âä†Ê≤πÔí™ "
806,0,,Find more information on @MikeBloomberg new Coronavirus Local Response Initiative here #NLCCCC‚Ä
807,0,,"First coronavirus case in Vatican, medical testing for those in contact with the person

#COVID„Éº19
#coronvirusitalia
#Coro‚Ä"
808,0,,Flying during the coronavirus outbreak? Microbiologist Keith Warriner (@kwarrine) breaks down the steps you can take to‚Ä
809,0,,"For all NY schools we are setting a new policy that if a student tests positive for #Coronavirus in a school, that school w‚Ä"
810,0,,For all those who love 90s hits. New songs for hand washing! #coronavirus 
811,0,,"For families wanting to learn more about the new Coronavirus, Toronto Public Health has provided a letter for the TDSB community‚Ä"
812,0,,"Four Australians are now being tested for the deadly coronavirus, as the death toll from the outbreak in China reaches 25. @N‚Ä"
813,0,,"Four further patients in England have tested positive for #coronavirus, bringing the total number of cases in the UK to eigh‚Ä"
814,0,,"France confirms 3 cases of coronavirus from China, 1st in Europe  "
815,0,,"France has 285 confirmed cases of coronavirus, the head of the public health service, Jerome Salomon, said on Wednesday‚Ä"
816,0,,"From cancelled tech conferences to increased disinfecting of transit, coronavirus is impacting daily life in Waterloo Region"
817,0,,"From the White House: ‚ÄúOut of an abundance of caution from the Coronavirus outbreak, the President has decided to cancel his‚Ä"
818,0,,"From the first reported case in December, in Hubei province, the Wuhan coronavirus has spread to almost all of China's administra‚Ä"
819,0,,Funniest shit about the coronavirus epidemic is people stocking up on hand sanitizer and not actual soap to wash their hands
820,0,,"Funny thing is, if we said there was a vaccine for the Wuhan coronavirus right now, we‚Äôd all run out and get it ‚Äî but way‚Ä"
821,0,,G-20 leaders are realizing the coronavirus isn‚Äôt just a short-term threat to global growth ‚Äì it‚Äôs exposing the vulnerab‚Ä
822,0,,"Gates Foundation to help with coronavirus testing in Seattle


Still don‚Äôt know of a single perso‚Ä"
823,0,,Global Affairs warns against all travel to coronavirus-affected region in China | CBC News 
824,0,,Global stocks plunged to 4-month lows as anxiety over the spread of the coronavirus deepened 
825,0,,"Going to where the cool kids are: The @WHO launched a new TikTOK account to educate teens about the #coronavirus
 "
826,0,,Goldman says market underestimating coronavirus: 'Correction is looking much more probable' @CNBC  #investing #coronavavirus  
827,0,,Good piece published in @IRPP by @CommStudies_CU PhD student @ScottSDMitchell on combatting #coronavirus #COVID„Éº19 misi‚Ä
828,0,,Great answer by @LFC coach #JurgenKlopp on #coronavirus ! Well done for not mincing your words! 
829,0,,Hashtag Trending ‚Äì Coronavirus update; Robot lawyer to the rescue; Twitter bans discriminatory remarks ‚Ä
830,0,,"Have questions about the novel #coronavirus (2019-nCoV)? Dr. Nishma Singhal, associate professor in the Divisions of Infect‚Ä"
831,0,,"""He's got a certain talent for this,"" Trump says of Pence, who was just named to lead the government's coronavirus approac‚Ä"
832,0,,Health Alliance heightens ‚Äòfirst line of defence‚Äô in response to coronavirus | #Chatham This Week #ckont  
833,0,,Health Minister @PattyHajdu says the cabinet committee set up to manage the #CoronaVirus outbreak in Canada will help t‚Ä
834,0,,Heard on the Street: Much of China is idle due to the coronavirus epidemic. That means many of the ingredients in your medicine ca‚Ä
835,0,,Help prevent the spread of germs and protect yourself from #coronavirus or other viruses by practicing proper cough and snee‚Ä
836,0,,"Her elderly parents are stuck on a coronavirus-infected cruise ship, so she‚Äôs suing "
837,0,,Here's my latest newsletter featuring ‚ÄúHow the Coronavirus Revealed Authoritarianism's Fatal Flaw‚Äù 
838,0,,Here's the full statement from the health ministry. #sask #saskatchewan #skpoli #Covid_19 #coronavirus 
839,0,,"Highlight: Harvard professor @billhanage on coronavirus: ""Our goal is really to be figuring out, first of all, how to del‚Ä"
840,0,,How US health care costs relate to risk of #coronavirus spread &gt; @NickKristof 
841,0,,"How bad will coronavirus get? Here are the 6 key factors, based on the latest information "
842,0,,"How does Wuhan coronavirus compare to MERS, SARS and the common cold? 

Here is a look at the most well-known coronavi‚Ä"
843,0,,"How does infectious disease modelling inform #CoronaVirus #2019nCoV outbreak response? 

Your questions answered by prof‚Ä"
844,0,,How does the new coronavirus compare to the flu? We lay out the similarities and differences.¬† 
845,0,,How does the new coronavirus compare to the flu? We lay out the similarities and differences.¬† 
846,0,,How hospitals can increase capacity to cope with coronavirus  @GlobeDebate 
847,0,,"How to reduce the spread of coronavirus
Much of it follows traditional cold-season admonitions, but some is more specific "
848,0,,"How to wear mask , pls share this so that many people can learn the correct way 
#coronavirus #CoronaOutbreak #CoronavirusOut‚Ä"
849,0,,"Human Rights and Coronavirus: What‚Äôs at Stake for Truth, Trust, and Democracy? Terrific piece by @AE_Yamin &amp; @roojinh https:‚Ä"
850,0,,"If the olympics are cancelled due to coronavirus, Mario &amp; Sonic at the Olympic Games Tokyo 2020 (Nintendo Switch) will become‚Ä"
851,0,,"If you are wondering how to prepare and protect yourself from the new #coronavirus, please wash your hands frequently an‚Ä"
852,0,,"Imagine if the media reported on the climate crisis like it does on the coronavirus. Headline news every day, constantly rele‚Ä"
853,0,,Important information we need to get out on the coronavirus. Please watch. Please share. 
854,0,,"In Australia, 6 million Australians will get an immediate $750 in #coronavirus stimulus checks. Nation after nation is do‚Ä"
855,0,,"In our @CBCSaskatoon newsroom and this place is buzzing. 

News changing by the second because of coronavirus. Just in ‚Äî no spring election in Saskatchewan. 

More to come"
856,0,,"In outbreaks of other #coronaviruses (MERS &amp; SARS), person-to-person transmission occurred through droplets, contact and fomites,‚Ä"
857,0,,"In the last 6 hours the coronavirus took the NCAA tournament, Europe, Tom Hanks, and the NBA. What a resume. @FeitsBars‚Ä"
858,0,,"In the spread of yet another coronavirus, conservationists see a public health lesson: If you want to prevent epidemics that b‚Ä"
859,0,,In a time of Coronavirus I can see in hindsight how putting touchscreens everywhere in airports was perhaps not very wel‚Ä
860,0,,Infection control physician Dr. Michael Gardam is back answering your questions about the coronavirus. And a lot of peo‚Ä
861,0,,"Inovio, one of a handful of companies racing to develop a coronavirus vaccine, is talking with larger drugmakers so it can de‚Ä"
862,0,,"Instead of heeding health officials' advise to self-quarantine, the father of a girl with #coronavirus took his other daug‚Ä"
863,0,,"ÔíÄÔíÄÔíÄ
 Iran's deputy health minister tests positive for coronavirus a day after playing down outbreak fears  "
864,0,,Iran's health minister appeared at a press conference profusely sweating but insisting Iran had coronavirus under control.‚Ä
865,0,,Iran raises death toll to 54 from new coronavirus  
866,0,,"Iran says 43 infected with coronavirus, eight dead: official  "
867,0,,"Ireland has canceled the St. Patrick‚Äôs parade in Dublin in response to the coronavirus, the public broadcaster RTE reported, t‚Ä"
868,0,,Is your goatee CDC-approved? 2017 facial-hair guidelines get attention amid coronavirus fears 
869,0,,Israeli Scientists To Test Adapted New Avian Virus Vaccine Against Human Coronavirus | Health News 
870,0,,Issues like Coronavirus are different from traditional national security threats. The virus doesn't care what country it‚Ä
871,0,,Italian Prime Minister Giuseppe Conte expanded emergency anti-coronavirus restrictions to the entire country Monday. 
872,0,,"Italian coronavirus deaths jump to 148, cases climb to 3,858  "
873,0,,Italy battles 'explosion' of coronavirus cases as third patient dies  
874,0,,"Italy medical chief,  Roberto Stella, has died from coronavirus (#CODVID19), he was the President of the Medical Guild‚Ä"
875,0,,"Italy to close all schools and universities across the country for two weeks to control coronavirus outbreak, Italian news‚Ä"
876,0,,"Italy, which has been hit the hardest by the spread of #Coronavirus in Europe, will keep schools closed for two weeks a‚Ä"
877,0,,JUST IN: Disneyland in CA closing as of Friday because of coronavirus. Only 4th time in history that operations have b‚Ä
878,0,,"JUST IN: Schumer rips Mulvaney over ""Orwellian"" coronavirus remarks  "
879,0,,"JUST IN: 2,733 people are under coronavirus quarantines in New York City, officials say
"
880,0,,Japan has no reported fatalities from coronavirus outbreak; IOC has no plans to cancel event 
881,0,,"Jeez... these coronavirus numbers out of Italy are rising scarily fast.  
For context, SARS infected 8,098 people globally‚Ä"
882,0,,"Joining our Medical Officer of Health Dr. Eileen de Villa to provide an update on Toronto‚Äôs coronavirus preparedness, along‚Ä"
883,0,,Judge blocks transfer of Bay Area coronavirus patients to Orange County quarantine site 
884,0,,Justin Trudeau warns that Canada‚Äôs economy is taking a hit from spread of coronavirus | The Star 
885,0,,Kinross Gold shuts Toronto office after employee confirmed to have coronavirus $K.TO  via @YahooFinanceCA
886,0,,"Kinross Gold spokesperson just confirmed to me that an employee tested positive for #coronavirus 
HQ was evacuated today i‚Ä"
887,0,,Knowledge of novel #coronavirus is evolving. #GoC is advising travellers from affected areas (#Hubei province &amp; mainland #‚Ä
888,0,,Dr. Kumanan Wilson @uOttawa @bruyerecare receives a $212K @CIHR_IRSC grant to track Canada's response to #coronavirus outbr‚Ä
889,0,,Kurdistan's Erbil airport denies entry to three Chinese over coronavirus  
890,0,,LEVY: Mayor quietly heads off to London amid coronavirus crisis | Toronto Sun 
891,0,,LIVE @ 10:30: Federal officials speak about coronavirus outbreak  
892,0,,LIVE: Trump speaks after signing a $7.8 billion emergency bill for coronavirus spending 
893,0,,"Laid low by coronavirus, Wuhan‚Äôs industrial heart is kept beating by its defence industries "
894,0,,Las Vegas casinos brace for loss of Chinese tourism as coronavirus spreads  via @nbcnews
895,0,,"LeBron says he won't play if fans can't be in attendance due to the coronavirus.

(Ôé•: @sportscenter) "
896,0,,Learn about how the Ministry of Health is preparing for the 2019 novel #coronavirus in #Ontario.  h‚Ä
897,0,,Learn about how the Ministry of Health is preparing for the Wuhan novel coronavirus in Ontario. Find out how to protect you‚Ä
898,0,,Learn about how the Ministry of Health is preparing for the Wuhan novel coronavirus in Ontario. Find out how to protect yoursel‚Ä
899,0,,Let's all agree the first child born via conception due to the Coronavirus lock down be named Quarantina
900,0,,Let‚Äôs quickly get the 4 wins needed before the season is called off due to coronavirus #LFC 
901,0,,"Dr. Li Wenliang, an ophthalmologist working in Wuhan, tried to warn people about the coronavirus in late December. But he was sile‚Ä"
902,0,,"Dr. Li Wenliang, a whistleblower who was punished for warning of China‚Äôs novel coronavirus outbreak, died Friday of the disease‚Ä"
903,0,,Local workers worry about unpaid sick days as coronavirus reaches Waterloo Region 
904,0,,"Long lines have formed at Costco in Sunnyvale, California as people stock up on supplies because of the #coronavirus. #COVID1‚Ä"
905,0,,Looking for an update on the coronavirus? Read Toronto‚Äôs Medical Officer of Health‚Äôs most recent update to our school communities‚Ä
906,0,,"Los Angeles-area officials declare local emergency, confirm new coronavirus cases "
907,0,,Louvre museum in Paris remains shut amid concerns over France's coronavirus outbreak 
908,0,,"MEDIA RELEASE: TPH reports first presumptive confirmed case of novel coronavirus (2019-nCoV) in Toronto, however the ri‚Ä"
909,0,,"MLS is suspending its season immediately until further notice due to coronavirus, a source with knowledge of the situation t‚Ä"
910,0,,Mainland China reports an increase of 73 deaths from coronavirus for a total of 636. This story being updated to reflect hig‚Ä
911,0,,Manitoba records first presumptive case of coronavirus. Patient is a woman in her 40s who recently travelled to the Philippi‚Ä
912,0,,Mapping out the coronavirus: Here‚Äôs which countries have reported cases so far  via @flipboard
913,0,,"Markets ‚Äòpowered through‚Äô SARS, but the coronavirus outbreak is different, Cowen says ‚Äî and here‚Äôs why ‚Ä"
914,0,,Martin Regg Cohn: Doug Ford‚Äôs sick day policy is dangerous as coronavirus looms 
915,0,,Maryland Gov. Hogan confirms the state's first three coronavirus positives are all residents of Montgomery County and de‚Ä
916,0,,"Maybe during the coronavirus, people want a competent, experienced President with executive experience who has handled com‚Ä"
917,0,,"‚ÄòMaybe I have a natural ability‚Äô: The idiot plays medical expert on coronavirus by second-guessing the professionals

Af‚Ä"
918,0,,Media Advisory and Press Release- Today at 11am -Public Health Confirms First Case of 2019 Novel #Coronavirus in Los An‚Ä
919,0,,"Medical journal report that a woman without symptoms spread the coronavirus in Germany was wrong
 "
920,0,,Medical journal report that a woman without symptoms spread the coronavirus in Germany was wrong  htt‚Ä
921,0,,"Microsoft founder Bill Gates called the coronavirus a ""once-in-a-century pandemic"" and urged leaders to both ""solve the immediate‚Ä"
922,0,,".@MikeBloomberg slams Trump coronavirus response in new ad highlighting 9/11 aftermath
"
923,0,,"Millions of masks Ontario stockpiled expired before coronavirus hit, @allisonmartell and @moirawarburton  report ‚Ä"
924,0,,"More @CBCNews: Another case of coronavirus is diagnosed in Ontario, bringing Canada's total to 49. The province's health min‚Ä"
925,0,,More Toronto residents are wearing face masks. But will they help protect you from getting the coronavirus? - Toronto Star
926,0,,More airlines suspend flights to #China with the number of #coronavirus cases nearing 8000. Driving concern: exactly how i‚Ä
927,0,,More companies asking employees to work from home to slow spread of coronavirus including @Shopify ‚Å¶@Verafin‚Å© and ‚Å¶@klickh‚Ä
928,0,,More than 50 people associated with a nursing facility in Kirkland are sick. 2 are confirmed with coronavirus. More positi‚Ä
929,0,,More worried about the coronavirus than the seasonal flu? Here's why you should be.  via @kevinmd
930,0,,"My husband works in this county. 
The #coronavirus made it to middle tennessee. We are going to have to ride this out.
ht‚Ä"
931,0,,NEW: Air Canada suspends all direct flights to China for a month in wake of coronavirus outbreak. 
932,0,,NEW: Alberta is now dealing with a total of three presumptive cases and one confirmed case of the novel coronavirus. https‚Ä
933,0,,"NEW: Ottawa Public Health says the #Ottawa test for coronavirus has come back NEGATIVE.

There are NO cases in #Ottawa at th‚Ä"
934,0,,"NEW: Rent the Runway ensures customers it is cleaning its clothes, amid coronavirus outbreak. The company is telling user‚Ä"
935,0,,NEW: The Canadian government is now advising avoiding all travel to the Chinese province where the #coronavirus outbreak origin‚Ä
936,0,,"NEW: The World Health Organization has formally declared coronavirus a ""pandemic,"" citing ""alarming levels of spread and seve‚Ä"
937,0,,"NEW: The first case of an infection with the new coronavirus has been discovered in the United States, from someone traveling from‚Ä"
938,0,,NEW: update on coronavirus in Ontario from medical officers of health.   38 people tested negative.  27 under investigatio‚Ä
939,0,,NOW: Denmark reports 99 new cases of coronavirus; total cases reach 615 
940,0,,@NYTScience @KnvulS What is #coronavirus and how worried should we be  via @guardian @sarahbosel‚Ä
941,0,,"Nation's Fractured Public Health System Under Trump 'Woefully Unprepared' for Coronavirus, Nurses and Experts Warn | Com‚Ä"
942,0,,"Nearly half of Americans disapprove of Trump‚Äôs coronavirus response, according to a new poll Ô¶† "
943,0,,"New Yorkers receiving Medicaid coverage will not have to pay a co-pay for any testing related to #coronavirus.

Currently a‚Ä"
944,0,,"New developments suggest coronavirus incubation could be longer than 14 days, as global infections rise "
945,0,,New figures released by China on Monday said the number of deaths from the coronavirus epidemic has jumped to over 900.‚Ä
946,0,,New guidelines released by @nycgov to help stop the spread of Coronavirus. @Columbia has also developed website for updat‚Ä
947,0,,"New poll: 80% of Canadians are following the Coronavirus closely. Broad satisfaction with Ottawa's approach so far. 

htt‚Ä"
948,0,,Niagara Catholics not to shake hands in church; St. Catharines bus cleaning ramped up to combat coronavirus 
949,0,,Nine Australians visiting Aspen have tested positive for coronavirus and are under isolation ‚Äî three more people refused to‚Ä
950,0,,"""No Time To Die,"" the upcoming James Bond film, is being pushed to November due to concerns over the coronavirus's impact on the‚Ä"
951,0,,"No joke!

Mike Pence just said that there has been 'irresponsible rhetoric' from people downplaying the #coronavirus.

B‚Ä"
952,0,,Northern Italy shutting down as coronavirus cases surge; three dead - The Globe and Mail 
953,0,,"Norway reported 133 new cases of coronavirus today, raising the country's total to 360 "
954,0,,Not a doctor or a virologist or anything but DEFINITELY DO NOT GO TO WORK IF YOU HAVE CORONAVIRUS PLEASE AND THANK YOU. ht‚Ä
955,0,,Notice of upcoming funding opportunity: Rapid research response to the 2019 Novel Coronavirus outbreak. ‚Ä
956,0,,"Novel coronavirus cases continue to climb, but Canada‚Äôs response has been ‚Äúexemplary‚Äù when it comes to containing the spre‚Ä"
957,0,,Novel coronavirus in Canada: B.C. confirms province's first presumptive positive case | CTV News #cdnpoli #CoronaVirusCanada  
958,0,,Novel #coronavirus infections are diagnosed based on symptoms and laboratory tests. If you become sick when you return fro‚Ä
959,0,,"Officials at Sunnybrook Hospital in Toronto will update the media momentarily re the first presumptive Coronavirus patient in Canada, currently in isolation at the hospital. #CoronaOutbreak"
960,0,,"‚ö†Ô∏èUPDATE‚ö†Ô∏è

On Jan. 28, we were informed that an individual in Ottawa was being tested to rule out novel #coronavirus. Th‚Ä"
961,0,,"On the same day federal health officials confirmed that two Florida residents had tested positive for coronavirus, questio‚Ä"
962,0,,"One coronavirus lesson that I hope we can internalize: most business travel is unnecessary.

It‚Äôs expensive, it‚Äôs bad for‚Ä"
963,0,,One of the unfortunate consequences of Coronavirus is that in about 3 years someone is gonna make a really bad indie mo‚Ä
964,0,,One way to touch stuff while moving around in an epidemic zone #China #Coronavirus 
965,0,,"Ontario Ministry of Health has confirmed the province‚Äôs first case of Wuhan Novel Coronavirus. To date, no cases have bee‚Ä"
966,0,,"Ontario is closely monitoring the 2019 novel #coronavirus (#2019nCoV) &amp; liaising with its federal, provincial/territorial pa‚Ä"
967,0,,"Ontario is reporting three new cases of the novel coronavirus today, bringing the total in the province to 18. .‚Ä"
968,0,,"Ontario confirms man in his 80s as province's 8th #coronavirus case
 #cdnhealth "
969,0,,"Ontario confirms 3 new cases of coronavirus, bringing total to 23 in province
 "
970,0,,"Ontario confirms 3 new cases of coronavirus, bringing total to 23 in province
 "
971,0,,"Ontario confirms 3 new positive cases of coronavirus #YorkRegion
 "
972,0,,"Ontario confirms 4 new positive cases of coronavirus, bringing provincial total to 15 | CBC News "
973,0,,1/5 Ontario has reported Canada‚Äôs first presumptive confirmed case of #2019nCoV #coronavirus in a traveller who arrived in‚Ä
974,0,,"Ontario has seen a sharp increase in the number of coronavirus cases under investigation, although the number of confirmed c‚Ä"
975,0,,"Ontario officials say there is a ""presumptive positive"" test result for the coronavirus in Toronto. A man in his 50s had tra‚Ä"
976,0,,Ontario shifts policy on precautions for health workers in coronavirus outbreak  ‚Ä
977,0,,Opinion: Conducting ethical research during a global health emergency like #coronavirus can be challenging. An ethical framew‚Ä
978,0,,Opinion | The NBA postponed its season because of the coronavirus. Now every other league must follow 
979,0,,"Opinion: The line between us: For Chinese-Canadians like me, coronavirus is just the latest strain of infectious fear we‚Äôve‚Ä"
980,0,,Oregon Health Authority press release on the state's 1st case of coronavirus. Appears to be locally acquired. The school the p‚Ä
981,0,,"Ottawa will soon announce support for Canadians quarantined due to coronavirus outbreak, Morneau says ‚Ä"
982,0,,"Our coronavirus newsletter is ready. Starts tonight. Will include the latest news and explainers. Sign up here: 
https:‚Ä"
983,0,,"PRELIMINARY study: Chinese scientists identify two strains of the coronavirus, indicating it's already mutated at least once - "
984,0,,PSA to keep all these racist ethnocentric comments about Chinese people regarding this Coronavirus pandemic to yourself p‚Ä
985,0,,"Paid sick leave should be part of the coronavirus response, says @nytopinion. ""Such a policy is necessary both to impede the spre‚Ä"
986,0,,Pandemic video game 'Plague Inc.' surges in popularity as coronavirus spreads  
987,0,,Panic grips America as experts estimate the coronavirus could claim up to 0.00001% of all people killed by guns in the U‚Ä
988,0,,"Parents, some things you need to talk to your kids about re: the #coronavirus   @morningshowca #ParentingPlaybook"
989,0,,Passengers on a cruise ship quarantined in Japan after a coronavirus outbreak are trying to get used to the idea of being trap‚Ä
990,0,,"Pat Buchanan: ""It may one day be said that the coronavirus delivered the deathblow to the New World Order, to a half-cent‚Ä"
991,0,,Patients with new #coronavirus (2019-nCoV) infection are presenting with a wide range of symptoms. Most seem to have mild disease.‚Ä
992,0,,"Pay attention to how bias, prejudice and racism are on display during the #Coronavirus crisis. From labeling the virus b‚Ä"
993,0,,Payments on mortgages to be suspended across Italy after coronavirus outbreak  ‚Ä
994,0,,Payments on mortgages to be suspended across Italy after coronavirus outbreak  
995,0,,"Pence is in charge of the US response to the new strain of coronavirus.

Make my casket something with a matte black fin‚Ä"
996,0,,"Pence says health insurers have agreed to the following for coronavirus testing and treatment:

-Waive copays
-Extend c‚Ä"
997,0,,"Performative panic is worrying about the coronavirus while refusing to get your flu shot

(flu killed an estimated 61,000‚Ä"
998,0,,"Periodic reminder, as we continue to learn more about the #coronavirus:

Call out people who equate discussing the viru‚Ä"
999,0,,"Philadelphia-based biotech firm Inovio, with a $9 million grant, joins the race to create a coronavirus vaccine ‚Ä"
1000,0,,Photos: When Everyone Stays Home‚ÄîEmpty Public Spaces During Coronavirus - The Atlantic 
1001,0,,Pleased to join @CBCTheNational to discuss #2019nCoV #coronavirus. So much is still unknown. All countries must closely mon‚Ä
1002,0,,"Plenty of coronavirus coverage in today's paper:
@JoelRubinoff found concerned people stockpiling supplies - ‚Ä"
1003,0,,Pokemon event in Hong Kong cancelled due to the Wuhan coronavirus  
1004,0,,Police warn public to be aware of Coronavirus phishing attacks  #ygk 
1005,0,,#PortofLA Executive Director Gene Seroka updates @frankmottek on how the coronavirus is effecting global trade and port volum‚Ä
1006,0,,"President Trump continues to suggest the coronavirus outbreak will go away once temperatures warm up in April, despite‚Ä"
1007,0,,"President Trump on Americans infected with coronavirus on Grand Princess Cruise Ship: 

‚ÄúI don‚Äôt need to have the numbe‚Ä"
1008,0,,"President @realDonaldTrump just held a news conference on the coronavirus: 

""The number-one priority from our standpoint i‚Ä"
1009,0,,Prime Minister Justin Trudeau answered questions about Canada's reponse to the coronavirus that has killed at least 17 peop‚Ä
1010,0,,Prime Minister Justin Trudeau's wife Sophie Gr√©goire has been diagnosed with the coronavirus. 
1011,0,,Producers are delaying the debut of No Time to Die over global concern about the spreading coronavirus. 
1012,0,,Profs at University of Toronto are telling classes to prepare for cancelations amid coronavirus concerns. Exam season is only three weeks away
1013,0,,"Prowein and now *BREAKING* Vinitaly postponed due to Coronavirus threat as Northern Italy issues travel warning 
"
1014,0,,"Qom, like elsewhere in Iran, is grappling with a surge in coronavirus cases. Iranian authorities began digging a pair o‚Ä"
1015,0,,Raise your hand if you are certain that @BarackObama would have navigated the coronavirus pandemic better than @realDona‚Ä
1016,0,,"Read my latest statement on the #2019nCoV #coronavirus, the spread of inaccurate information and how you can stay informed:‚Ä"
1017,0,,Read our latest news on Public Health updates for the coronavirus ‚Ä¶/public-health-information-ab‚Ä
1018,0,,"Recalling all expats in Wuhan to their home countries seems great for those people and for turning the novel coronavirus into a pandemic
"
1019,0,,"Regarding the news of the Juve player testing positive for Coronavirus, I would be shocked if Serie A doesn‚Äôt shut the remainder of it‚Äôs season down"
1020,0,,"Reilly Smith on practicing in front of empty stands due to scares from the coronavirus- 

‚ÄúI played in an empty building‚Ä"
1021,0,,"Report shows Chinese media companies scrubbed online references to #coronavirus early in the outbreak
‚Ä"
1022,0,,"Researchers at Oak Ridge National Lab Tap into Supercomputing to Help Combat Coronavirus 
 #cor‚Ä"
1023,0,,Reuters: MANCHESTER CITY V ARSENAL PREMIER LEAGUE MATCH ON WEDNESDAY POSTPONED BECAUSE OF CORONAVIRUS CONTACT - CLUB
1024,0,,@Reuters Quarantine officials are now checking everyone on board &amp; testing those with symptoms of illness for #coronavirus. E‚Ä
1025,0,,"Reuters: The White House has ordered federal health officials to treat top-level coronavirus meetings as classified, an‚Ä"
1026,0,,Royal Bank of Canada confirms employee has contracted #coronavirus  
1027,0,,Royal Bank of Canada confirms employee has contracted coronavirus  
1028,0,,"Rudy Gobart, player for the Utah Jazz, was diagnosed with coronavirus 48 hours after the stunt. 

"
1029,0,,"Rudy Gobert has reportedly tested positive for coronavirus. (Per @ShamsCharania)

More ‚Ä"
1030,0,,"SACRAMENTO, Calif. (AP) ‚Äî California governor declares statewide emergency due to threat of new coronavirus, becoming t‚Ä"
1031,0,,SXSW and Ultra Music Festival Will Not Be Giving Refunds After Canceling Due to Coronavirus  https:‚Ä
1032,0,,Santana canceled their upcoming European tour due to coronavirus concerns  
1033,0,,"‚ÄòScary for everyone‚Äô: Canadians wait out cruise-ship coronavirus quarantine, as fellow Canucks test positive "
1034,0,,"Schools, universities to stay shut as northern Italy battles coronavirus  "
1035,0,,"Scott Becker, the head of the nation's public lab association, on coronavirus testing: ‚ÄúWe‚Äôre absolutely a few weeks behind‚Ä"
1036,0,,Seattle-area health officials confronting the nation‚Äôs first community coronavirus outbreak are planning new containment measu‚Ä
1037,0,,.@SecAzar provides an update on confirmed coronavirus cases in the United States‚Äîand how Americans should prepare to keep r‚Ä
1038,0,,"Seriously, since I‚Äôm 62 and therefore at risk here from the coronavirus, if you are going to protest vote or not vote at‚Ä"
1039,0,,"Shoppers Drug Mart at Parklawn and Lakeshore already  completely sold out of face masks, hand sanitizer and latex gloves. #coronavirus #Toronto"
1040,0,,‚ÄòShould I cancel my travel plans?‚Äô And other #coronavirus questions answered by @picardonhealth ‚Ä
1041,0,,"'Daily Show' Drops Mock Trailer For Trump #Coronavirus Disaster Movie 'Pandumbic' 

""One man... immune to information."" | #‚Ä"
1042,0,,Shut it down: The #coronavirus #pandemic can no longer be stopped so Canada must embrace social distancing to mitigate‚Ä
1043,0,,"Six coronavirus cases discovered in north Italy, hundreds to be tested  "
1044,0,,Six people in the Seattle area have died of the coronavirus as authorities across the United States scramble to increase testi‚Ä
1045,0,,"Smart move, well done: Trudeau in self-isolation as wife is tested for new coronavirus - The Globe and Mail "
1046,0,,"So weird that the head of the CDC just thanked Trump for decisive leadership on Coronavirus, especially  the China travel b‚Ä"
1047,0,,So who feels secure knowing it‚Äôs ‚Å¶@fordnation‚Å© and his band of bumbling MPPs who stand between us and the coronavirus?‚Ä
1048,0,,So you decided to cancel your trip to the London Book Fair due to the Coronavirus... 
1049,0,,Software developed by a @UofTStartup plays a vital role in 'critical breakthrough' in coronavirus research. #UofT Ôß´ /‚Ä
1050,0,,Some 58 million Germans will become sick with the coronavirus if Angela Merkel's predictions are correct ‚Ä
1051,0,,"Some of the passengers arriving at Pearson from Guangzhou, China today. The man who tested positive for #coronavirus flew t‚Ä"
1052,0,,Sophie Gr√©goire Trudeau has tested positive for the coronavirus. She and the Prime Minister will be self-isolating for 14 da‚Ä
1053,0,,"Soulja Boy's cleaning supplies company sees major growth amidst Coronavirus fears
"
1054,0,,"South Korea closes churches as coronavirus tally passes 3,700  "
1055,0,,South Korea sets ‚Äôemergency‚Äô measures as coronavirus outbreak swells  
1056,0,,"A Starbucks in Seattle closed after an employee tested positive for the coronavirus, leading many Washington state residents t‚Ä"
